ground_truth,imitation_learning,ppo,sac
0.002240301851196793,0.005008924390059465,0.027127059470049602,0.0017860514451257792
0.00047164249498879847,0.0039201157671961626,0.02722641907380664,0.0016502515256072554
0.00011791062374719962,0.004056524638503054,0.0077118432296629106,0.002826974496760165
0.00011791062374719962,0.004216035107862701,0.009044519050982944,0.0046201194506797875
0.00023582124749439923,0.001408369727715356,0.005385768069199707,0.00046101022603033207
0.013795542978422356,0.008361516987515335,0.0031410725068127974,0.010253788532374054
0.00023582124749439923,0.0036847159699056236,0.003606894263019766,0.002432496716961932
0.00011791062374719962,0.012648154864405332,0.010104389453306733,0.0032180141181227155
0.00011791062374719962,0.0037885178716231876,0.012634409720226976,0.004871319168200444
0.0029477655936799908,0.010152424089761304,0.014194501943069012,0.004680547239930768
0.010140313642259167,0.00704350382209968,0.014109740330584469,0.01277604077075136
0.00023582124749439923,0.0037444800774016538,0.0008656566710078387,0.0016301752501743211
0.00011791062374719962,0.005070587638929212,0.006173563717689544,0.0032142266675283383
0.00011791062374719962,0.004580706420374014,0.0005365876527064085,0.0069164591062682995
0.00023582124749439923,0.0005348216887831761,0.0072182115048118,0.0006758054872540895
0.00011791062374719962,0.003032048017065632,0.0052729920628628996,0.005278312925483173
0.03608065086664308,0.026248851443038807,0.019792152532128127,0.02572903786371233
0.08359863223676453,0.04200669538985924,0.003911977243944392,0.06800313386392835
0.00035373187124159886,0.001755047637217245,0.0011269643578927181,0.007982199738785941
0.00011791062374719962,0.002717424104782021,0.0013967138786226715,0.001013661524785835
0.0007074637424831977,0.003418137059942861,0.012974679351377048,0.004778757536359134
0.00011791062374719962,0.010427474730511544,0.008715729175583943,0.002926209224814632
0.013913453602169555,0.010539431509229863,0.0009649674762866464,0.01583624047591634
0.00011791062374719962,0.0073286926388350625,0.000795223197399331,0.004167704553558058
0.5725739889164013,0.3413265807651359,0.01092703295732169,0.4066034348826242
0.00011791062374719962,0.012520320684068942,0.0006838045204526797,0.00474582779459117
0.00023582124749439923,0.006196053751268367,0.01561549900014995,0.007581622959520797
0.0008253743662303974,0.008430200867143465,0.01108807052756415,0.0046308855887766025
0.00011791062374719962,0.0027719232376901062,0.0007680074450679134,0.0089003979662986
0.00023582124749439923,0.0075715974512660855,0.0008024494176019194,0.0010206086824511673
0.00011791062374719962,0.004082866025580612,0.03906132125546848,0.0032441262225676314
0.0010611956137247967,0.003226608565491832,0.004243677737917689,0.007366379287440865
0.00047164249498879847,0.004821664755313064,0.00419133911920467,0.0006588517439767324
0.0008253743662303974,0.00495423283519508,0.01516645060407482,0.007756371090855196
0.0011791062374719961,0.00034255873542829603,0.026630966918384746,0.005248715996020054
0.029359745313052705,0.0017912175905229822,0.03863875595696667,0.013190361990112802
0.00023582124749439923,0.005871938003577944,0.012671171039301784,7.848682690213649e-05
0.00011791062374719962,0.0014126901940177134,0.0042724923991986725,0.0017750480499032159
0.003419408088668789,0.005314769121173451,0.000789235384931812,0.002266152516502661
0.00047164249498879847,0.009854425618798986,0.01358847879357401,0.008775342845728156
0.00011791062374719962,0.008321761803327938,0.00739832789543313,0.0003094941383795572
0.00023582124749439923,0.0024434729122241876,0.004996721192223464,0.005580409960333264
0.0008253743662303974,0.0012513472942017655,0.02143607482747701,0.003531902712916293
0.00011791062374719962,0.008525436406451299,0.0010669912842483846,0.001698099111009278
0.0007074637424831977,0.008009423486392296,0.006141480834438603,0.0036418297384581914
0.00011791062374719962,0.006893708831129099,0.00010335522487234662,0.0021806478566850063
0.00011791062374719962,0.00012922019814182056,0.005723747968465703,0.004583084178527178
0.00047164249498879847,0.005481996560738517,0.0005245376295953727,5.631653259769567e-05
0.0009432849899775969,0.003264704276757752,0.0011449317278660787,0.004872603442659691
0.0014149274849663955,0.0019980933412221957,0.0011316734348330523,0.0033451392795874817
0.00023582124749439923,0.0033832382623254463,0.009482052646335809,0.002386715037343111
0.0009432849899775969,0.0009629889101291431,0.012405948751252777,0.0016710859024718393
0.00011791062374719962,0.0021915358469761725,0.007925064480621408,0.0034097633190917384
0.00011791062374719962,0.0007352109762720068,0.02964109057474503,0.0003883951602360451
0.16177337578115789,0.09880072796772925,0.004252358072953328,0.10946604080007469
0.0027119443461855915,0.01089665189021623,0.0030455465303537116,0.0005274873306498532
0.0005895531187359981,0.006916622478558159,0.01837001780743524,0.004861508486491514
0.00011791062374719962,0.012584139389820354,0.00229076929126103,0.008738388805230536
0.00011791062374719962,0.011384132041912463,0.029895889030124464,0.0002384576697534068
0.0008253743662303974,0.00040629068320780474,0.00011069014273957916,0.0025007590902535242
0.016153755453366347,0.012929532264954455,0.031703080303770795,0.012328695305372358
0.00011791062374719962,0.0017178194820278096,0.0003993425852025766,0.00041173327610222866
0.00023582124749439923,0.0035151486901547962,0.02007367702448244,0.000807226272972094
